X,drugbank_id,drugbank_name,umls_cui_from_meddra,side_effect_name
4092,DB04441,2-FLUOROADENOSINE,C0000737,Abdominal pain
4093,DB04441,2-FLUOROADENOSINE,C1168174,Absolute neutrophil count decreased
4094,DB04441,2-FLUOROADENOSINE,C1096116,Acquired haemophilia
4095,DB04441,2-FLUOROADENOSINE,C0948089,Acute coronary syndrome
4096,DB04441,2-FLUOROADENOSINE,C0085669,Acute leukaemia
4097,DB04441,2-FLUOROADENOSINE,C0023467,Acute myeloid leukaemia
4098,DB04441,2-FLUOROADENOSINE,C0035222,Acute respiratory distress syndrome
4099,DB04441,2-FLUOROADENOSINE,C0085631,Agitation
4100,DB04441,2-FLUOROADENOSINE,C0002170,Alopecia
4101,DB04441,2-FLUOROADENOSINE,C0002390,Alveolitis allergic
4102,DB04441,2-FLUOROADENOSINE,C0002871,Anaemia
4103,DB04441,2-FLUOROADENOSINE,C0002792,Anaphylactic shock
4104,DB04441,2-FLUOROADENOSINE,C0002940,Aneurysm
4105,DB04441,2-FLUOROADENOSINE,C0002962,Angina pectoris
4106,DB04441,2-FLUOROADENOSINE,C0003123,Anorexia
4107,DB04441,2-FLUOROADENOSINE,C0243065,Aplasia
4108,DB04441,2-FLUOROADENOSINE,C0003811,Arrhythmia
4109,DB04441,2-FLUOROADENOSINE,C0003862,Arthralgia
4110,DB04441,2-FLUOROADENOSINE,C0004093,Asthenia
4111,DB04441,2-FLUOROADENOSINE,C0002880,Autoimmune haemolytic anaemia
4112,DB04441,2-FLUOROADENOSINE,C0242584,Autoimmune thrombocytopenia
4113,DB04441,2-FLUOROADENOSINE,C0004604,Back pain
4114,DB04441,2-FLUOROADENOSINE,C0456909,Blindness
4115,DB04441,2-FLUOROADENOSINE,C0853149,Blood lactate dehydrogenase increased
4116,DB04441,2-FLUOROADENOSINE,C0235416,Blood uric acid increased
4117,DB04441,2-FLUOROADENOSINE,C0015967,Body temperature increased
4118,DB04441,2-FLUOROADENOSINE,C0151773,Bone marrow depression
4119,DB04441,2-FLUOROADENOSINE,C0006277,Bronchitis
4120,DB04441,2-FLUOROADENOSINE,C0018801,Cardiac failure
4121,DB04441,2-FLUOROADENOSINE,C0018802,Cardiac failure congestive
4122,DB04441,2-FLUOROADENOSINE,C0007760,Cerebellar syndrome
4123,DB04441,2-FLUOROADENOSINE,C2937358,Cerebral haemorrhage
4124,DB04441,2-FLUOROADENOSINE,C0038454,Cerebrovascular accident
4125,DB04441,2-FLUOROADENOSINE,C0008031,Chest pain
4126,DB04441,2-FLUOROADENOSINE,C0085593,Chills
4127,DB04441,2-FLUOROADENOSINE,C0008350,Cholelithiasis
4128,DB04441,2-FLUOROADENOSINE,C0009421,Coma
4129,DB04441,2-FLUOROADENOSINE,C0009676,Confusional state
4130,DB04441,2-FLUOROADENOSINE,C0009806,Constipation
4131,DB04441,2-FLUOROADENOSINE,C0036572,Convulsion
4132,DB04441,2-FLUOROADENOSINE,C0010200,Cough
4133,DB04441,2-FLUOROADENOSINE,C0574067,Cough increased
4134,DB04441,2-FLUOROADENOSINE,C0151579,Crystalluria
4135,DB04441,2-FLUOROADENOSINE,C0085692,Cystitis haemorrhagic
4136,DB04441,2-FLUOROADENOSINE,C0010828,Cytopenia
4137,DB04441,2-FLUOROADENOSINE,C0011053,Deafness
4138,DB04441,2-FLUOROADENOSINE,C0232462,Decreased appetite
4139,DB04441,2-FLUOROADENOSINE,C0149871,Deep vein thrombosis
4140,DB04441,2-FLUOROADENOSINE,C0011175,Dehydration
4141,DB04441,2-FLUOROADENOSINE,C0011603,Dermatitis
4142,DB04441,2-FLUOROADENOSINE,C0011991,Diarrhoea
4143,DB04441,2-FLUOROADENOSINE,C0232459,Digestion impaired
4144,DB04441,2-FLUOROADENOSINE,C0234215,Discomfort
4145,DB04441,2-FLUOROADENOSINE,C0013395,Dyspepsia
4146,DB04441,2-FLUOROADENOSINE,C0011168,Dysphagia
4147,DB04441,2-FLUOROADENOSINE,C0013404,Dyspnoea
4148,DB04441,2-FLUOROADENOSINE,C0013428,Dysuria
4149,DB04441,2-FLUOROADENOSINE,C0014591,Epistaxis
4150,DB04441,2-FLUOROADENOSINE,C0014742,Erythema multiforme
4151,DB04441,2-FLUOROADENOSINE,C0272126,Evans syndrome
4152,DB04441,2-FLUOROADENOSINE,C0015672,Fatigue
4153,DB04441,2-FLUOROADENOSINE,C1443060,Feeling abnormal
4154,DB04441,2-FLUOROADENOSINE,C0016059,Fibrosis
4155,DB04441,2-FLUOROADENOSINE,C0016199,Flank pain
4156,DB04441,2-FLUOROADENOSINE,C0017178,Gastrointestinal disorder
4157,DB04441,2-FLUOROADENOSINE,C0017181,Gastrointestinal haemorrhage
4158,DB04441,2-FLUOROADENOSINE,C0687713,Gastrointestinal pain
4159,DB04441,2-FLUOROADENOSINE,C0018965,Haematuria
4160,DB04441,2-FLUOROADENOSINE,C0518015,Haemoglobin
4161,DB04441,2-FLUOROADENOSINE,C0162119,Haemoglobin decreased
4162,DB04441,2-FLUOROADENOSINE,C0002878,Haemolytic anaemia
4163,DB04441,2-FLUOROADENOSINE,C0019079,Haemoptysis
4164,DB04441,2-FLUOROADENOSINE,C0019080,Haemorrhage
4165,DB04441,2-FLUOROADENOSINE,C0018681,Headache
4166,DB04441,2-FLUOROADENOSINE,C1384666,Hearing impaired
4167,DB04441,2-FLUOROADENOSINE,C0085605,Hepatic failure
4168,DB04441,2-FLUOROADENOSINE,C0267792,Hepatobiliary disease
4169,DB04441,2-FLUOROADENOSINE,C0019348,Herpes simplex
4170,DB04441,2-FLUOROADENOSINE,C0019360,Herpes zoster
4171,DB04441,2-FLUOROADENOSINE,C0020456,Hyperglycaemia
4172,DB04441,2-FLUOROADENOSINE,C0020458,Hyperhidrosis
4173,DB04441,2-FLUOROADENOSINE,C0020461,Hyperkalaemia
4174,DB04441,2-FLUOROADENOSINE,C0085681,Hyperphosphataemia
4175,DB04441,2-FLUOROADENOSINE,C0020517,Hypersensitivity
4176,DB04441,2-FLUOROADENOSINE,C0740394,Hyperuricaemia
4177,DB04441,2-FLUOROADENOSINE,C0020598,Hypocalcaemia
4178,DB04441,2-FLUOROADENOSINE,C0242184,Hypoxia
4179,DB04441,2-FLUOROADENOSINE,C2047937,Ill-defined disorder
4180,DB04441,2-FLUOROADENOSINE,C0009450,Infection
4181,DB04441,2-FLUOROADENOSINE,C0021400,Influenza
4182,DB04441,2-FLUOROADENOSINE,C0151754,Lactic dehydrogenase activity increased
4183,DB04441,2-FLUOROADENOSINE,C0151766,Liver function test abnormal
4184,DB04441,2-FLUOROADENOSINE,C0876973,Lung infection
4185,DB04441,2-FLUOROADENOSINE,C0235896,Lung infiltration
4186,DB04441,2-FLUOROADENOSINE,C0024314,Lymphoproliferative disorder
4187,DB04441,2-FLUOROADENOSINE,C0231218,Malaise
4188,DB04441,2-FLUOROADENOSINE,C0220981,Metabolic acidosis
4189,DB04441,2-FLUOROADENOSINE,C0333355,Mucosal inflammation
4190,DB04441,2-FLUOROADENOSINE,C0948594,Musculoskeletal discomfort
4191,DB04441,2-FLUOROADENOSINE,C0231528,Myalgia
4192,DB04441,2-FLUOROADENOSINE,C0026986,Myelodysplastic syndrome
4193,DB04441,2-FLUOROADENOSINE,C0854467,Myelosuppression
4194,DB04441,2-FLUOROADENOSINE,C0027051,Myocardial infarction
4195,DB04441,2-FLUOROADENOSINE,C0027497,Nausea
4196,DB04441,2-FLUOROADENOSINE,C0027651,Neoplasm
4197,DB04441,2-FLUOROADENOSINE,C0027765,Nervous system disorder
4198,DB04441,2-FLUOROADENOSINE,C0031117,Neuropathy peripheral
4199,DB04441,2-FLUOROADENOSINE,C0235032,Neurotoxicity
4200,DB04441,2-FLUOROADENOSINE,C0027947,Neutropenia
4201,DB04441,2-FLUOROADENOSINE,C0853697,Neutrophil count decreased
4202,DB04441,2-FLUOROADENOSINE,C0013604,Oedema
4203,DB04441,2-FLUOROADENOSINE,C0085649,Oedema peripheral
4204,DB04441,2-FLUOROADENOSINE,C0014868,Oesophagitis
4205,DB04441,2-FLUOROADENOSINE,C0029118,Opportunistic infection
4206,DB04441,2-FLUOROADENOSINE,C0029132,Optic nerve disorder
4207,DB04441,2-FLUOROADENOSINE,C0029134,Optic neuritis
4208,DB04441,2-FLUOROADENOSINE,C0029456,Osteoporosis
4209,DB04441,2-FLUOROADENOSINE,C0030193,Pain
4210,DB04441,2-FLUOROADENOSINE,C0030312,Pancytopenia
4211,DB04441,2-FLUOROADENOSINE,C0030554,Paraesthesia
4212,DB04441,2-FLUOROADENOSINE,C0030807,Pemphigus
4213,DB04441,2-FLUOROADENOSINE,C0031039,Pericardial effusion
4214,DB04441,2-FLUOROADENOSINE,C0031350,Pharyngitis
4215,DB04441,2-FLUOROADENOSINE,C0031542,Phlebitis
4216,DB04441,2-FLUOROADENOSINE,C0392386,Platelet count decreased
4217,DB04441,2-FLUOROADENOSINE,C0032285,Pneumonia
4218,DB04441,2-FLUOROADENOSINE,C0023524,Progressive multifocal leukoencephalopathy
4219,DB04441,2-FLUOROADENOSINE,C0948586,Protein urine present
4220,DB04441,2-FLUOROADENOSINE,C0033687,Proteinuria
4221,DB04441,2-FLUOROADENOSINE,C0033774,Pruritus
4222,DB04441,2-FLUOROADENOSINE,C0034069,Pulmonary fibrosis
4223,DB04441,2-FLUOROADENOSINE,C0151701,Pulmonary haemorrhage
4224,DB04441,2-FLUOROADENOSINE,C0919924,Pulmonary toxicity
4225,DB04441,2-FLUOROADENOSINE,C1306600,Radial nerve palsy
4226,DB04441,2-FLUOROADENOSINE,C0015230,Rash
4227,DB04441,2-FLUOROADENOSINE,C0035078,Renal failure
4228,DB04441,2-FLUOROADENOSINE,C0236151,Renal function test abnormal
4229,DB04441,2-FLUOROADENOSINE,C0476273,Respiratory distress
4230,DB04441,2-FLUOROADENOSINE,C1145670,Respiratory failure
4231,DB04441,2-FLUOROADENOSINE,C0035455,Rhinitis
4232,DB04441,2-FLUOROADENOSINE,C0036508,Seborrhoeic dermatitis
4233,DB04441,2-FLUOROADENOSINE,C0037199,Sinusitis
4234,DB04441,2-FLUOROADENOSINE,C0007114,Skin cancer
4235,DB04441,2-FLUOROADENOSINE,C0037274,Skin disorder
4236,DB04441,2-FLUOROADENOSINE,C1167791,Skin toxicity
4237,DB04441,2-FLUOROADENOSINE,C0851578,Sleep disorder
4238,DB04441,2-FLUOROADENOSINE,C0038325,Stevens-Johnson syndrome
4239,DB04441,2-FLUOROADENOSINE,C0038362,Stomatitis
4240,DB04441,2-FLUOROADENOSINE,C0039240,Supraventricular tachycardia
4241,DB04441,2-FLUOROADENOSINE,C0700590,Sweating increased
4242,DB04441,2-FLUOROADENOSINE,C0040034,Thrombocytopenia
4243,DB04441,2-FLUOROADENOSINE,C0857305,Thrombocytopenic purpura
4244,DB04441,2-FLUOROADENOSINE,C0014518,Toxic epidermal necrolysis
4245,DB04441,2-FLUOROADENOSINE,C0007787,Transient ischaemic attack
4246,DB04441,2-FLUOROADENOSINE,C0041364,Tumour lysis syndrome
4247,DB04441,2-FLUOROADENOSINE,C0041912,Upper respiratory tract infection
4248,DB04441,2-FLUOROADENOSINE,C0151582,Urate crystalluria
4249,DB04441,2-FLUOROADENOSINE,C0152032,Urinary hesitation
4250,DB04441,2-FLUOROADENOSINE,C0042029,Urinary tract infection
4251,DB04441,2-FLUOROADENOSINE,C0042769,Viral infection
4252,DB04441,2-FLUOROADENOSINE,C0547030,Visual disturbance
4253,DB04441,2-FLUOROADENOSINE,C3665347,Visual impairment
4254,DB04441,2-FLUOROADENOSINE,C0042963,Vomiting
4255,DB04441,2-FLUOROADENOSINE,C0043096,Weight decreased
4256,DB04441,2-FLUOROADENOSINE,C0231666,Wrist drop
4257,DB04441,2-FLUOROADENOSINE,C0549463,X-linked lymphoproliferative syndrome
5415,DB04789,5-METHYLTETRAHYDROFOLATE,C1325847,Sensitisation
5657,DB05488,99MTC-CIPROFLOXACIN,C0863129,AGEP
5658,DB05488,99MTC-CIPROFLOXACIN,C0425669,Abdominal aortic bruit
5659,DB05488,99MTC-CIPROFLOXACIN,C0232487,Abdominal discomfort
5660,DB05488,99MTC-CIPROFLOXACIN,C0000731,Abdominal distension
5661,DB05488,99MTC-CIPROFLOXACIN,C0000737,Abdominal pain
5662,DB05488,99MTC-CIPROFLOXACIN,C0232495,Abdominal pain lower
5663,DB05488,99MTC-CIPROFLOXACIN,C0232492,Abdominal pain upper
5664,DB05488,99MTC-CIPROFLOXACIN,C0234458,Abnormal dreams
5665,DB05488,99MTC-CIPROFLOXACIN,C3665386,Abnormal vision
5666,DB05488,99MTC-CIPROFLOXACIN,C0151736,Accidental injury
5667,DB05488,99MTC-CIPROFLOXACIN,C0221785,Ache wrists
5668,DB05488,99MTC-CIPROFLOXACIN,C0001122,Acidosis
5669,DB05488,99MTC-CIPROFLOXACIN,C0948089,Acute coronary syndrome
5670,DB05488,99MTC-CIPROFLOXACIN,C0149523,Acute cystitis
5671,DB05488,99MTC-CIPROFLOXACIN,C0877055,Acute generalised exanthematous pustulosis
5672,DB05488,99MTC-CIPROFLOXACIN,C2364111,Ageusia
5673,DB05488,99MTC-CIPROFLOXACIN,C0085631,Agitation
5674,DB05488,99MTC-CIPROFLOXACIN,C0001824,Agranulocytosis
5675,DB05488,99MTC-CIPROFLOXACIN,C0151905,Alanine aminotransferase increased
5676,DB05488,99MTC-CIPROFLOXACIN,C0001925,Albuminuria
5677,DB05488,99MTC-CIPROFLOXACIN,C0847033,Allergic oedema
5678,DB05488,99MTC-CIPROFLOXACIN,C0002170,Alopecia
5679,DB05488,99MTC-CIPROFLOXACIN,C0151479,Amylase increased
5680,DB05488,99MTC-CIPROFLOXACIN,C0002871,Anaemia
5681,DB05488,99MTC-CIPROFLOXACIN,C0002792,Anaphylactic shock
5682,DB05488,99MTC-CIPROFLOXACIN,C0340865,Anaphylactoid reaction
5683,DB05488,99MTC-CIPROFLOXACIN,C0002962,Angina pectoris
5684,DB05488,99MTC-CIPROFLOXACIN,C0002994,Angioedema
5685,DB05488,99MTC-CIPROFLOXACIN,C0042373,Angiopathy
5686,DB05488,99MTC-CIPROFLOXACIN,C2242737,Anorectal discomfort
5687,DB05488,99MTC-CIPROFLOXACIN,C0003123,Anorexia
5688,DB05488,99MTC-CIPROFLOXACIN,C0003126,Anosmia
5689,DB05488,99MTC-CIPROFLOXACIN,C0003175,Anthrax
5690,DB05488,99MTC-CIPROFLOXACIN,C0085819,Antibiotic associated colitis
5691,DB05488,99MTC-CIPROFLOXACIN,C0003467,Anxiety
5692,DB05488,99MTC-CIPROFLOXACIN,C0277934,Aortic bruit
5693,DB05488,99MTC-CIPROFLOXACIN,C0085632,Apathy
5694,DB05488,99MTC-CIPROFLOXACIN,C0003537,Aphasia
5695,DB05488,99MTC-CIPROFLOXACIN,C0521491,Application site pain
5696,DB05488,99MTC-CIPROFLOXACIN,C0003811,Arrhythmia
5697,DB05488,99MTC-CIPROFLOXACIN,C0003862,Arthralgia
5698,DB05488,99MTC-CIPROFLOXACIN,C0003864,Arthritis
5699,DB05488,99MTC-CIPROFLOXACIN,C0151904,Aspartate aminotransferase increased
5700,DB05488,99MTC-CIPROFLOXACIN,C0004093,Asthenia
5701,DB05488,99MTC-CIPROFLOXACIN,C0004095,Asthenopia
5702,DB05488,99MTC-CIPROFLOXACIN,C0004096,Asthma
5703,DB05488,99MTC-CIPROFLOXACIN,C0004134,Ataxia
5704,DB05488,99MTC-CIPROFLOXACIN,C0004238,Atrial fibrillation
5705,DB05488,99MTC-CIPROFLOXACIN,C0004239,Atrial flutter
5706,DB05488,99MTC-CIPROFLOXACIN,C0004604,Back pain
5707,DB05488,99MTC-CIPROFLOXACIN,C0541799,Bad taste
5708,DB05488,99MTC-CIPROFLOXACIN,C0033845,Benign intracranial hypertension
5709,DB05488,99MTC-CIPROFLOXACIN,C0600041,Bladder infection
5710,DB05488,99MTC-CIPROFLOXACIN,C0232849,Bladder pain
5711,DB05488,99MTC-CIPROFLOXACIN,C0005758,Blister
5712,DB05488,99MTC-CIPROFLOXACIN,C0853777,Blood albumin decreased
5713,DB05488,99MTC-CIPROFLOXACIN,C0852911,Blood alkaline phosphatase increased
5714,DB05488,99MTC-CIPROFLOXACIN,C0311468,Blood bilirubin increased
5715,DB05488,99MTC-CIPROFLOXACIN,C0595930,Blood cholesterol increased
5716,DB05488,99MTC-CIPROFLOXACIN,C0852810,Blood creatinine decreased
5717,DB05488,99MTC-CIPROFLOXACIN,C0235431,Blood creatinine increased
5718,DB05488,99MTC-CIPROFLOXACIN,C0853748,Blood electrolytes abnormal
5719,DB05488,99MTC-CIPROFLOXACIN,C0595883,Blood glucose decreased
5720,DB05488,99MTC-CIPROFLOXACIN,C0853149,Blood lactate dehydrogenase increased
5721,DB05488,99MTC-CIPROFLOXACIN,C0860745,Blood monocytes increased
5722,DB05488,99MTC-CIPROFLOXACIN,C0853761,Blood potassium decreased
5723,DB05488,99MTC-CIPROFLOXACIN,C0853760,Blood potassium increased
5724,DB05488,99MTC-CIPROFLOXACIN,C0151539,Blood urea increased
5725,DB05488,99MTC-CIPROFLOXACIN,C0235416,Blood uric acid increased
5726,DB05488,99MTC-CIPROFLOXACIN,C0015967,Body temperature increased
5727,DB05488,99MTC-CIPROFLOXACIN,C0005940,Bone disorder
5728,DB05488,99MTC-CIPROFLOXACIN,C0151773,Bone marrow depression
5729,DB05488,99MTC-CIPROFLOXACIN,C0151825,Bone pain
5730,DB05488,99MTC-CIPROFLOXACIN,C0428977,Bradycardia
5731,DB05488,99MTC-CIPROFLOXACIN,C0006145,Breast disorder
5732,DB05488,99MTC-CIPROFLOXACIN,C0024902,Breast pain
5733,DB05488,99MTC-CIPROFLOXACIN,C0006266,Bronchospasm
5734,DB05488,99MTC-CIPROFLOXACIN,C0022650,Calculus of kidney
5735,DB05488,99MTC-CIPROFLOXACIN,C0006840,Candida infection
5736,DB05488,99MTC-CIPROFLOXACIN,C0403723,Candiduria
5737,DB05488,99MTC-CIPROFLOXACIN,C0018790,Cardiac arrest
5738,DB05488,99MTC-CIPROFLOXACIN,C0018799,Cardiac disorder
5739,DB05488,99MTC-CIPROFLOXACIN,C0018808,Cardiac murmur
5740,DB05488,99MTC-CIPROFLOXACIN,C0600228,Cardio-respiratory arrest
5741,DB05488,99MTC-CIPROFLOXACIN,C0079102,Cerebral thrombosis
5742,DB05488,99MTC-CIPROFLOXACIN,C0007820,Cerebrovascular disorder
5743,DB05488,99MTC-CIPROFLOXACIN,C0271298,Chemosis
5744,DB05488,99MTC-CIPROFLOXACIN,C0008031,Chest pain
5745,DB05488,99MTC-CIPROFLOXACIN,C0085593,Chills
5746,DB05488,99MTC-CIPROFLOXACIN,C0595929,Cholesterol serum elevated
5747,DB05488,99MTC-CIPROFLOXACIN,C0474381,Chromatopsia
5748,DB05488,99MTC-CIPROFLOXACIN,C0948447,Chromosomal mutation
5749,DB05488,99MTC-CIPROFLOXACIN,C0238106,Clostridium difficile colitis
5750,DB05488,99MTC-CIPROFLOXACIN,C0005779,Coagulopathy
5751,DB05488,99MTC-CIPROFLOXACIN,C0009319,Colitis
5752,DB05488,99MTC-CIPROFLOXACIN,C0242225,Colour blindness
5753,DB05488,99MTC-CIPROFLOXACIN,C0852733,Completed suicide
5754,DB05488,99MTC-CIPROFLOXACIN,C0009676,Confusional state
5755,DB05488,99MTC-CIPROFLOXACIN,C1761613,Conjunctival hyperaemia
5756,DB05488,99MTC-CIPROFLOXACIN,C0151601,Conjunctival oedema
5757,DB05488,99MTC-CIPROFLOXACIN,C0009763,Conjunctivitis
5758,DB05488,99MTC-CIPROFLOXACIN,C0009782,Connective tissue disorder
5759,DB05488,99MTC-CIPROFLOXACIN,C0009806,Constipation
5760,DB05488,99MTC-CIPROFLOXACIN,C0036572,Convulsion
5761,DB05488,99MTC-CIPROFLOXACIN,C0751494,Convulsive seizure
5762,DB05488,99MTC-CIPROFLOXACIN,C0520966,Coordination abnormal
5763,DB05488,99MTC-CIPROFLOXACIN,C0162281,Corneal deposits
5764,DB05488,99MTC-CIPROFLOXACIN,C0010034,Corneal disorder
5765,DB05488,99MTC-CIPROFLOXACIN,C0854114,Corneal epithelium defect
5766,DB05488,99MTC-CIPROFLOXACIN,C0853336,Corneal infiltrates
5767,DB05488,99MTC-CIPROFLOXACIN,C0010038,Corneal opacity
5768,DB05488,99MTC-CIPROFLOXACIN,C0423232,Corneal staining
5769,DB05488,99MTC-CIPROFLOXACIN,C0010200,Cough
5770,DB05488,99MTC-CIPROFLOXACIN,C0574067,Cough increased
5771,DB05488,99MTC-CIPROFLOXACIN,C0026821,Cramp muscle
5772,DB05488,99MTC-CIPROFLOXACIN,C0151578,Creatinine increased
5773,DB05488,99MTC-CIPROFLOXACIN,C0239150,Creatinine low
5774,DB05488,99MTC-CIPROFLOXACIN,C0151577,Creatinine renal clearance decreased
5775,DB05488,99MTC-CIPROFLOXACIN,C2363980,Cross resistance
5776,DB05488,99MTC-CIPROFLOXACIN,C0151579,Crystalluria
5777,DB05488,99MTC-CIPROFLOXACIN,C0010692,Cystitis
5778,DB05488,99MTC-CIPROFLOXACIN,C0085692,Cystitis haemorrhagic
5779,DB05488,99MTC-CIPROFLOXACIN,C0403632,Cystitis noninfective
5780,DB05488,99MTC-CIPROFLOXACIN,C0011053,Deafness
5781,DB05488,99MTC-CIPROFLOXACIN,C0151588,Deafness transitory
5782,DB05488,99MTC-CIPROFLOXACIN,C0232462,Decreased appetite
5783,DB05488,99MTC-CIPROFLOXACIN,C0011206,Delirium
5784,DB05488,99MTC-CIPROFLOXACIN,C0497327,Dementia
5785,DB05488,99MTC-CIPROFLOXACIN,C0011551,Depersonalisation
5786,DB05488,99MTC-CIPROFLOXACIN,C0011570,Depression
5787,DB05488,99MTC-CIPROFLOXACIN,C0011603,Dermatitis
5788,DB05488,99MTC-CIPROFLOXACIN,C0085932,Dermatitis bullous
5789,DB05488,99MTC-CIPROFLOXACIN,C0011606,Dermatitis exfoliative
5790,DB05488,99MTC-CIPROFLOXACIN,C0011991,Diarrhoea
5791,DB05488,99MTC-CIPROFLOXACIN,C0012569,Diplopia
5792,DB05488,99MTC-CIPROFLOXACIN,C0231170,Disability
5793,DB05488,99MTC-CIPROFLOXACIN,C0234215,Discomfort
5794,DB05488,99MTC-CIPROFLOXACIN,C0233407,Disorientation
5795,DB05488,99MTC-CIPROFLOXACIN,C0233414,Disturbance in attention
5796,DB05488,99MTC-CIPROFLOXACIN,C0012833,Dizziness
5797,DB05488,99MTC-CIPROFLOXACIN,C0013144,Drowsiness
5798,DB05488,99MTC-CIPROFLOXACIN,C1320835,Drug fever
5799,DB05488,99MTC-CIPROFLOXACIN,C0687133,Drug interaction
5800,DB05488,99MTC-CIPROFLOXACIN,C0277585,Drug intolerance
5801,DB05488,99MTC-CIPROFLOXACIN,C0314719,Dry eye
5802,DB05488,99MTC-CIPROFLOXACIN,C0043352,Dry mouth
5803,DB05488,99MTC-CIPROFLOXACIN,C0151908,Dry skin
5804,DB05488,99MTC-CIPROFLOXACIN,C0392699,Dysaesthesia
5805,DB05488,99MTC-CIPROFLOXACIN,C0013378,Dysgeusia
5806,DB05488,99MTC-CIPROFLOXACIN,C0013390,Dysmenorrhoea
5807,DB05488,99MTC-CIPROFLOXACIN,C0013395,Dyspepsia
5808,DB05488,99MTC-CIPROFLOXACIN,C0011168,Dysphagia
5809,DB05488,99MTC-CIPROFLOXACIN,C0973461,Dysphasia
5810,DB05488,99MTC-CIPROFLOXACIN,C0013404,Dyspnoea
5811,DB05488,99MTC-CIPROFLOXACIN,C0013428,Dysuria
5812,DB05488,99MTC-CIPROFLOXACIN,C0013456,Ear pain
5813,DB05488,99MTC-CIPROFLOXACIN,C0849907,Ear pruritus
5814,DB05488,99MTC-CIPROFLOXACIN,C0151613,Electrolyte abnormality
5815,DB05488,99MTC-CIPROFLOXACIN,C0342579,Electrolyte imbalance
5816,DB05488,99MTC-CIPROFLOXACIN,C0014236,Endophthalmitis
5817,DB05488,99MTC-CIPROFLOXACIN,C0392025,Enlargement abdomen
5818,DB05488,99MTC-CIPROFLOXACIN,C0014457,Eosinophilia
5819,DB05488,99MTC-CIPROFLOXACIN,C0333472,Epidermolysis
5820,DB05488,99MTC-CIPROFLOXACIN,C0232493,Epigastric pain
5821,DB05488,99MTC-CIPROFLOXACIN,C0014591,Epistaxis
5822,DB05488,99MTC-CIPROFLOXACIN,C0302295,Eruption
5823,DB05488,99MTC-CIPROFLOXACIN,C0041834,Erythema
5824,DB05488,99MTC-CIPROFLOXACIN,C0014742,Erythema multiforme
5825,DB05488,99MTC-CIPROFLOXACIN,C0857751,Erythema multiforme minor
5826,DB05488,99MTC-CIPROFLOXACIN,C0014743,Erythema nodosum
5827,DB05488,99MTC-CIPROFLOXACIN,C0239454,Erythema of eyelid
5828,DB05488,99MTC-CIPROFLOXACIN,C0340464,Extrasystoles
5829,DB05488,99MTC-CIPROFLOXACIN,C0015376,Extravasation
5830,DB05488,99MTC-CIPROFLOXACIN,C0423006,Eye discharge
5831,DB05488,99MTC-CIPROFLOXACIN,C0015397,Eye disorder
5832,DB05488,99MTC-CIPROFLOXACIN,C0235266,Eye irritation
5833,DB05488,99MTC-CIPROFLOXACIN,C0151827,Eye pain
5834,DB05488,99MTC-CIPROFLOXACIN,C0022281,Eye pruritus
5835,DB05488,99MTC-CIPROFLOXACIN,C0270996,Eye swelling
5836,DB05488,99MTC-CIPROFLOXACIN,C1609496,Eyelid exfoliation
5837,DB05488,99MTC-CIPROFLOXACIN,C0948294,Eyelid margin crusting
5838,DB05488,99MTC-CIPROFLOXACIN,C0162285,Eyelid oedema
5839,DB05488,99MTC-CIPROFLOXACIN,C0542571,Face oedema
5840,DB05488,99MTC-CIPROFLOXACIN,C0015672,Fatigue
5841,DB05488,99MTC-CIPROFLOXACIN,C1443060,Feeling abnormal
5842,DB05488,99MTC-CIPROFLOXACIN,C0151629,Fixed eruption
5843,DB05488,99MTC-CIPROFLOXACIN,C0233471,Flat affect
5844,DB05488,99MTC-CIPROFLOXACIN,C0016204,Flatulence
5845,DB05488,99MTC-CIPROFLOXACIN,C0016382,Flushing
5846,DB05488,99MTC-CIPROFLOXACIN,C0239571,Foetor hepaticus
5847,DB05488,99MTC-CIPROFLOXACIN,C0016512,Foot pain
5848,DB05488,99MTC-CIPROFLOXACIN,C0920171,Foreign body sensation in eyes
5849,DB05488,99MTC-CIPROFLOXACIN,C0559031,Functional gastrointestinal disorder
5850,DB05488,99MTC-CIPROFLOXACIN,C0026946,Fungal infection
5851,DB05488,99MTC-CIPROFLOXACIN,C0011630,Fungal skin infection
5852,DB05488,99MTC-CIPROFLOXACIN,C0575081,Gait disturbance
5853,DB05488,99MTC-CIPROFLOXACIN,C0151662,Gamma-glutamyltransferase increased
5854,DB05488,99MTC-CIPROFLOXACIN,C0017152,Gastritis
5855,DB05488,99MTC-CIPROFLOXACIN,C0343886,Gastrointestinal candidiasis
5856,DB05488,99MTC-CIPROFLOXACIN,C0017178,Gastrointestinal disorder
5857,DB05488,99MTC-CIPROFLOXACIN,C0017181,Gastrointestinal haemorrhage
5858,DB05488,99MTC-CIPROFLOXACIN,C0687713,Gastrointestinal pain
5859,DB05488,99MTC-CIPROFLOXACIN,C0017675,Glossitis
5860,DB05488,99MTC-CIPROFLOXACIN,C0018099,Gout
5861,DB05488,99MTC-CIPROFLOXACIN,C1619733,Gout flare
5862,DB05488,99MTC-CIPROFLOXACIN,C0014549,Grand mal convulsion
5863,DB05488,99MTC-CIPROFLOXACIN,C0018418,Gynaecomastia
5864,DB05488,99MTC-CIPROFLOXACIN,C0018965,Haematuria
5865,DB05488,99MTC-CIPROFLOXACIN,C0518015,Haemoglobin
