X,drugbank_id,drugbank_name,umls_cui_from_meddra,side_effect_name
77976,DB00465,KETOROLAC,C0221512,Stomach ache
77977,DB00465,KETOROLAC,C0038362,Stomatitis
77978,DB00465,KETOROLAC,C0085628,Stupor
77979,DB00465,KETOROLAC,C0520532,Subcutaneous haematoma
77980,DB00465,KETOROLAC,C0038990,Sweating
77981,DB00465,KETOROLAC,C0700590,Sweating increased
77982,DB00465,KETOROLAC,C0038999,Swelling
77983,DB00465,KETOROLAC,C0039070,Syncope
77984,DB00465,KETOROLAC,C0039231,Tachycardia
77985,DB00465,KETOROLAC,C0233494,Tension
77986,DB00465,KETOROLAC,C0233632,Thinking abnormal
77987,DB00465,KETOROLAC,C0039971,Thirst
77988,DB00465,KETOROLAC,C0700184,Throat irritation
77989,DB00465,KETOROLAC,C0242429,Throat sore
77990,DB00465,KETOROLAC,C0040034,Thrombocytopenia
77991,DB00465,KETOROLAC,C0040264,Tinnitus
77992,DB00465,KETOROLAC,C0040409,Tongue disorder
77993,DB00465,KETOROLAC,C0151610,Tongue oedema
77994,DB00465,KETOROLAC,C0014518,Toxic epidermal necrolysis
77995,DB00465,KETOROLAC,C0043251,Trauma
77996,DB00465,KETOROLAC,C0040822,Tremor
77997,DB00465,KETOROLAC,C0041349,Tubulointerstitial nephritis
77998,DB00465,KETOROLAC,C0041582,Ulcer
77999,DB00465,KETOROLAC,C0010043,Ulcerative keratitis
78000,DB00465,KETOROLAC,C0038367,Ulcerative stomatitis
78001,DB00465,KETOROLAC,C0178298,Unspecified disorder of skin and subcutaneous tissue
78002,DB00465,KETOROLAC,C0041969,Urethral disorder
78003,DB00465,KETOROLAC,C0080274,Urinary retention
78004,DB00465,KETOROLAC,C0042075,Urinary tract disorder
78005,DB00465,KETOROLAC,C1167965,Urine output increased
78006,DB00465,KETOROLAC,C0042109,Urticaria
78007,DB00465,KETOROLAC,C0404521,Vaginal infection
78008,DB00465,KETOROLAC,C0042267,Vaginal inflammation
78009,DB00465,KETOROLAC,C1368065,Vascular purpura
78010,DB00465,KETOROLAC,C0042384,Vasculitis
78011,DB00465,KETOROLAC,C0042401,Vasodilation
78012,DB00465,KETOROLAC,C1142412,Vasodilation procedure
78013,DB00465,KETOROLAC,C0042514,Ventricular tachycardia
78014,DB00465,KETOROLAC,C0042571,Vertigo
78015,DB00465,KETOROLAC,C0344232,Vision blurred
78016,DB00465,KETOROLAC,C0547030,Visual disturbance
78017,DB00465,KETOROLAC,C3665347,Visual impairment
78018,DB00465,KETOROLAC,C0042963,Vomiting
78019,DB00465,KETOROLAC,C0043094,Weight increased
78020,DB00465,KETOROLAC,C0043144,Wheezing
78021,DB00465,KETOROLAC,C0241742,Wound haemorrhage
78022,DB00920,KETOTIFEN,C0000737,Abdominal pain
78023,DB00920,KETOTIFEN,C0232849,Bladder pain
78024,DB00920,KETOTIFEN,C1321898,Blood in stool
78025,DB00920,KETOTIFEN,C0015967,Body temperature increased
78026,DB00920,KETOTIFEN,C1761613,Conjunctival hyperaemia
78027,DB00920,KETOTIFEN,C0010692,Cystitis
78028,DB00920,KETOTIFEN,C0403632,Cystitis noninfective
78029,DB00920,KETOTIFEN,C0011603,Dermatitis
78030,DB00920,KETOTIFEN,C0011991,Diarrhoea
78031,DB00920,KETOTIFEN,C0012833,Dizziness
78032,DB00920,KETOTIFEN,C0013144,Drowsiness
78033,DB00920,KETOTIFEN,C0314719,Dry eye
78034,DB00920,KETOTIFEN,C0043352,Dry mouth
78035,DB00920,KETOTIFEN,C0014591,Epistaxis
78036,DB00920,KETOTIFEN,C0014742,Erythema multiforme
78037,DB00920,KETOTIFEN,C0015423,Eyelid disorder
78038,DB00920,KETOTIFEN,C0162285,Eyelid oedema
78039,DB00920,KETOTIFEN,C0687713,Gastrointestinal pain
78040,DB00920,KETOTIFEN,C0018932,Haematochezia
78041,DB00920,KETOTIFEN,C0018681,Headache
78042,DB00920,KETOTIFEN,C0235996,Hepatic enzyme increased
78043,DB00920,KETOTIFEN,C0019158,Hepatitis
78044,DB00920,KETOTIFEN,C0020538,Hypertension
78045,DB00920,KETOTIFEN,C0232461,Increased appetite
78046,DB00920,KETOTIFEN,C0009450,Infection
78047,DB00920,KETOTIFEN,C0917801,Insomnia
78048,DB00920,KETOTIFEN,C0022107,Irritability
78049,DB00920,KETOTIFEN,C0041657,Loss of consciousness
78050,DB00920,KETOTIFEN,C0027497,Nausea
78051,DB00920,KETOTIFEN,C0027769,Nervousness
78052,DB00920,KETOTIFEN,C0030193,Pain
78053,DB00920,KETOTIFEN,C0030554,Paraesthesia
78054,DB00920,KETOTIFEN,C0033774,Pruritus
78055,DB00920,KETOTIFEN,C0015230,Rash
78056,DB00920,KETOTIFEN,C0036974,Shock
78057,DB00920,KETOTIFEN,C0851578,Sleep disorder
78058,DB00920,KETOTIFEN,C0037317,Sleep disturbance
78059,DB00920,KETOTIFEN,C2830004,Somnolence
78060,DB00920,KETOTIFEN,C0038325,Stevens-Johnson syndrome
78061,DB00920,KETOTIFEN,C0677500,Stinging
78062,DB00920,KETOTIFEN,C0560024,Swelling of eyelid
78063,DB00920,KETOTIFEN,C0039070,Syncope
78064,DB00920,KETOTIFEN,C0233494,Tension
78065,DB00920,KETOTIFEN,C0040034,Thrombocytopenia
78066,DB00920,KETOTIFEN,C2242996,Tingling sensation
78067,DB00920,KETOTIFEN,C0042109,Urticaria
78068,DB00920,KETOTIFEN,C0042963,Vomiting
78069,DB00920,KETOTIFEN,C0043094,Weight increased
78070,DB00125,L-ARGININE,C0002792,Anaphylactic shock
78071,DB00125,L-ARGININE,C0003123,Anorexia
78072,DB00125,L-ARGININE,C1527311,Brain oedema
78073,DB00125,L-ARGININE,C0008301,Choking
78074,DB00125,L-ARGININE,C0232462,Decreased appetite
78075,DB00125,L-ARGININE,C0011603,Dermatitis
78076,DB00125,L-ARGININE,C0006114,Edema cerebral
78077,DB00125,L-ARGININE,C0015376,Extravasation
78078,DB00125,L-ARGININE,C0016382,Flushing
78079,DB00125,L-ARGININE,C0018965,Haematuria
78080,DB00125,L-ARGININE,C0018681,Headache
78081,DB00125,L-ARGININE,C0020458,Hyperhidrosis
78082,DB00125,L-ARGININE,C0020517,Hypersensitivity
78083,DB00125,L-ARGININE,C0020580,Hypoaesthesia
78084,DB00125,L-ARGININE,C0151735,Injection site reaction
78085,DB00125,L-ARGININE,C0023380,Lethargy
78086,DB00125,L-ARGININE,C0027429,Nasal obstruction
78087,DB00125,L-ARGININE,C0027497,Nausea
78088,DB00125,L-ARGININE,C0027540,Necrosis
78089,DB00125,L-ARGININE,C0028643,Numbness
78090,DB00125,L-ARGININE,C0521591,Paraesthesia oral
78091,DB00125,L-ARGININE,C1168149,Perioral tingling
78092,DB00125,L-ARGININE,C0750876,Phlebitis superficial
78093,DB00125,L-ARGININE,C0392386,Platelet count decreased
78094,DB00125,L-ARGININE,C0015230,Rash
78095,DB00125,L-ARGININE,C0221201,Rash macular
78096,DB00125,L-ARGININE,C0278134,Sensory loss
78097,DB00125,L-ARGININE,C0002895,Sickle cell anaemia
78098,DB00125,L-ARGININE,C0237849,Skin exfoliation
78099,DB00125,L-ARGININE,C0151799,Skin necrosis
78100,DB00125,L-ARGININE,C0543467,Surgery
78101,DB00125,L-ARGININE,C0549433,Surgical intervention
78102,DB00125,L-ARGININE,C0038990,Sweating
78103,DB00125,L-ARGININE,C0038999,Swelling
78104,DB00125,L-ARGININE,C0039231,Tachycardia
78105,DB00125,L-ARGININE,C0042963,Vomiting
78106,DB00583,L-CARNITINE,C0000729,Abdominal cramps
78107,DB00583,L-CARNITINE,C0000737,Abdominal pain
78108,DB00583,L-CARNITINE,C0151736,Accidental injury
78109,DB00583,L-CARNITINE,C0002418,Amblyopia
78110,DB00583,L-CARNITINE,C0002871,Anaemia
78111,DB00583,L-CARNITINE,C0042373,Angiopathy
78112,DB00583,L-CARNITINE,C0003123,Anorexia
78113,DB00583,L-CARNITINE,C0003467,Anxiety
78114,DB00583,L-CARNITINE,C0003811,Arrhythmia
78115,DB00583,L-CARNITINE,C0004093,Asthenia
78116,DB00583,L-CARNITINE,C0004238,Atrial fibrillation
78117,DB00583,L-CARNITINE,C0004604,Back pain
78118,DB00583,L-CARNITINE,C0085595,Body odor
78119,DB00583,L-CARNITINE,C0015967,Body temperature increased
78120,DB00583,L-CARNITINE,C0006277,Bronchitis
78121,DB00583,L-CARNITINE,C0007222,Cardiovascular disorder
78122,DB00583,L-CARNITINE,C0008031,Chest pain
78123,DB00583,L-CARNITINE,C0009806,Constipation
78124,DB00583,L-CARNITINE,C0036572,Convulsion
78125,DB00583,L-CARNITINE,C0010200,Cough
78126,DB00583,L-CARNITINE,C0023218,Cramps of lower extremities
78127,DB00583,L-CARNITINE,C0232462,Decreased appetite
78128,DB00583,L-CARNITINE,C0011570,Depression
78129,DB00583,L-CARNITINE,C0011603,Dermatitis
78130,DB00583,L-CARNITINE,C0011991,Diarrhoea
78131,DB00583,L-CARNITINE,C0012833,Dizziness
78132,DB00583,L-CARNITINE,C1510472,Drug dependence
78133,DB00583,L-CARNITINE,C0013378,Dysgeusia
78134,DB00583,L-CARNITINE,C0013395,Dyspepsia
78135,DB00583,L-CARNITINE,C0013404,Dyspnoea
78136,DB00583,L-CARNITINE,C0522055,Electrocardiogram abnormal
78137,DB00583,L-CARNITINE,C0015397,Eye disorder
78138,DB00583,L-CARNITINE,C0546817,Fluid overload
78139,DB00583,L-CARNITINE,C0152020,Gastric atony
78140,DB00583,L-CARNITINE,C0017152,Gastritis
78141,DB00583,L-CARNITINE,C0017178,Gastrointestinal disorder
78142,DB00583,L-CARNITINE,C0687713,Gastrointestinal pain
78143,DB00583,L-CARNITINE,C0426576,Gastrointestinal symptom NOS
78144,DB00583,L-CARNITINE,C0518015,Haemoglobin
78145,DB00583,L-CARNITINE,C0019080,Haemorrhage
78146,DB00583,L-CARNITINE,C0018681,Headache
78147,DB00583,L-CARNITINE,C0020437,Hypercalcaemia
78148,DB00583,L-CARNITINE,C0020461,Hyperkalaemia
78149,DB00583,L-CARNITINE,C0020517,Hypersensitivity
78150,DB00583,L-CARNITINE,C0020538,Hypertension
78151,DB00583,L-CARNITINE,C0026826,Hypertonia
78152,DB00583,L-CARNITINE,C0020649,Hypotension
78153,DB00583,L-CARNITINE,C0522063,Impaired gastric emptying
78154,DB00583,L-CARNITINE,C0009450,Infection
78155,DB00583,L-CARNITINE,C0021400,Influenza
78156,DB00583,L-CARNITINE,C0151735,Injection site reaction
78157,DB00583,L-CARNITINE,C3263723,Injury
78158,DB00583,L-CARNITINE,C0917801,Insomnia
78159,DB00583,L-CARNITINE,C0025222,Melaena
78160,DB00583,L-CARNITINE,C0037763,Muscle spasms
78161,DB00583,L-CARNITINE,C0151786,Muscular weakness
78162,DB00583,L-CARNITINE,C0948594,Musculoskeletal discomfort
78163,DB00583,L-CARNITINE,C0231528,Myalgia
78164,DB00583,L-CARNITINE,C0947912,Myasthenia
78165,DB00583,L-CARNITINE,C0027497,Nausea
78166,DB00583,L-CARNITINE,C0085649,Oedema peripheral
78167,DB00583,L-CARNITINE,C0030193,Pain
78168,DB00583,L-CARNITINE,C0030252,Palpitations
78169,DB00583,L-CARNITINE,C0030554,Paraesthesia
78170,DB00583,L-CARNITINE,C0030517,Parathyroid disorder
78171,DB00583,L-CARNITINE,C0031350,Pharyngitis
78172,DB00583,L-CARNITINE,C0033774,Pruritus
78173,DB00583,L-CARNITINE,C0015230,Rash
78174,DB00583,L-CARNITINE,C0035078,Renal failure
78175,DB00583,L-CARNITINE,C0035455,Rhinitis
78176,DB00583,L-CARNITINE,C0037199,Sinusitis
78177,DB00583,L-CARNITINE,C0234930,Skin odour abnormal
78178,DB00583,L-CARNITINE,C0039231,Tachycardia
78179,DB00583,L-CARNITINE,C0042029,Urinary tract infection
78180,DB00583,L-CARNITINE,C0042571,Vertigo
78181,DB00583,L-CARNITINE,C0042963,Vomiting
78182,DB00583,L-CARNITINE,C0043096,Weight decreased
78183,DB00583,L-CARNITINE,C0043094,Weight increased
78184,DB01235,L-DOPA,C0000737,Abdominal pain
78185,DB01235,L-DOPA,C0392702,Abnormal involuntary movements
78186,DB01235,L-DOPA,C0948089,Acute coronary syndrome
78187,DB01235,L-DOPA,C0085631,Agitation
78188,DB01235,L-DOPA,C0001824,Agranulocytosis
78189,DB01235,L-DOPA,C0002170,Alopecia
78190,DB01235,L-DOPA,C0002871,Anaemia
78191,DB01235,L-DOPA,C0002962,Angina pectoris
78192,DB01235,L-DOPA,C0002994,Angioedema
78193,DB01235,L-DOPA,C0003123,Anorexia
78194,DB01235,L-DOPA,C0003467,Anxiety
78195,DB01235,L-DOPA,C0003811,Arrhythmia
78196,DB01235,L-DOPA,C0004093,Asthenia
78197,DB01235,L-DOPA,C0004134,Ataxia
78198,DB01235,L-DOPA,C0004604,Back pain
78199,DB01235,L-DOPA,C0004623,Bacterial infection
78200,DB01235,L-DOPA,C0005747,Blepharospasm
78201,DB01235,L-DOPA,C0005758,Blister
78202,DB01235,L-DOPA,C0235431,Blood creatinine increased
78203,DB01235,L-DOPA,C0018939,Blood disorder
78204,DB01235,L-DOPA,C0151539,Blood urea increased
78205,DB01235,L-DOPA,C0006325,Bruxism
78206,DB01235,L-DOPA,C0241426,Burning tongue
78207,DB01235,L-DOPA,C0007222,Cardiovascular disorder
78208,DB01235,L-DOPA,C0008031,Chest pain
78209,DB01235,L-DOPA,C0008489,Chorea
78210,DB01235,L-DOPA,C0541831,Choreiform
78211,DB01235,L-DOPA,C0541832,Chromaturia
78212,DB01235,L-DOPA,C0005779,Coagulopathy
78213,DB01235,L-DOPA,C0009443,Common cold
78214,DB01235,L-DOPA,C0009676,Confusional state
78215,DB01235,L-DOPA,C0009806,Constipation
78216,DB01235,L-DOPA,C0036572,Convulsion
78217,DB01235,L-DOPA,C0010200,Cough
78218,DB01235,L-DOPA,C0026821,Cramp muscle
78219,DB01235,L-DOPA,C0232462,Decreased appetite
78220,DB01235,L-DOPA,C0011253,Delusion
78221,DB01235,L-DOPA,C0497327,Dementia
78222,DB01235,L-DOPA,C0011570,Depression
78223,DB01235,L-DOPA,C0221745,Depression suicidal
78224,DB01235,L-DOPA,C0011603,Dermatitis
78225,DB01235,L-DOPA,C0085932,Dermatitis bullous
78226,DB01235,L-DOPA,C0011991,Diarrhoea
78227,DB01235,L-DOPA,C0012569,Diplopia
78228,DB01235,L-DOPA,C0234215,Discomfort
78229,DB01235,L-DOPA,C0233407,Disorientation
78230,DB01235,L-DOPA,C0231303,Distress
78231,DB01235,L-DOPA,C0855242,Disturbance in sexual arousal
78232,DB01235,L-DOPA,C0012833,Dizziness
78233,DB01235,L-DOPA,C0043352,Dry mouth
78234,DB01235,L-DOPA,C0013295,Duodenal ulcer
78235,DB01235,L-DOPA,C0013378,Dysgeusia
78236,DB01235,L-DOPA,C0013384,Dyskinesia
78237,DB01235,L-DOPA,C0013395,Dyspepsia
78238,DB01235,L-DOPA,C0011168,Dysphagia
78239,DB01235,L-DOPA,C1527344,Dysphonia
78240,DB01235,L-DOPA,C0013404,Dyspnoea
78241,DB01235,L-DOPA,C0393593,Dystonia
78242,DB01235,L-DOPA,C0700361,Emotional distress
78243,DB01235,L-DOPA,C0235146,Euphoric mood
78244,DB01235,L-DOPA,C0694563,Excessive daytime sleepiness
78245,DB01235,L-DOPA,C0015371,Extrapyramidal disorder
78246,DB01235,L-DOPA,C0015672,Fatigue
78247,DB01235,L-DOPA,C1443060,Feeling abnormal
78248,DB01235,L-DOPA,C0016204,Flatulence
78249,DB01235,L-DOPA,C0016382,Flushing
78250,DB01235,L-DOPA,C0575081,Gait disturbance
78251,DB01235,L-DOPA,C0017152,Gastritis
78252,DB01235,L-DOPA,C0017178,Gastrointestinal disorder
78253,DB01235,L-DOPA,C0017181,Gastrointestinal haemorrhage
78254,DB01235,L-DOPA,C0687713,Gastrointestinal pain
78255,DB01235,L-DOPA,C0017672,Glossodynia
78256,DB01235,L-DOPA,C0518015,Haemoglobin
78257,DB01235,L-DOPA,C0162119,Haemoglobin decreased
78258,DB01235,L-DOPA,C0002878,Haemolytic anaemia
78259,DB01235,L-DOPA,C0019080,Haemorrhage
78260,DB01235,L-DOPA,C0018524,Hallucination
78261,DB01235,L-DOPA,C0018681,Headache
78262,DB01235,L-DOPA,C0018834,Heartburn
78263,DB01235,L-DOPA,C0034152,Henoch-Schonlein purpura
78264,DB01235,L-DOPA,C0019521,Hiccups
78265,DB01235,L-DOPA,C0019825,Hoarseness
78266,DB01235,L-DOPA,C0019937,Horner's syndrome
78267,DB01235,L-DOPA,C0600142,Hot flush
78268,DB01235,L-DOPA,C0020458,Hyperhidrosis
78269,DB01235,L-DOPA,C0424295,Hyperkinesia
78270,DB01235,L-DOPA,C0020517,Hypersensitivity
78271,DB01235,L-DOPA,C0020538,Hypertension
78272,DB01235,L-DOPA,C0020580,Hypoaesthesia
78273,DB01235,L-DOPA,C0086439,Hypokinesia
78274,DB01235,L-DOPA,C0020649,Hypotension
78275,DB01235,L-DOPA,C0026827,Hypotonia
78276,DB01235,L-DOPA,C0013423,Idiopathic torsion dystonia
78277,DB01235,L-DOPA,C2047937,Ill-defined disorder
78278,DB01235,L-DOPA,C0917801,Insomnia
78279,DB01235,L-DOPA,C0086525,Lassitude
78280,DB01235,L-DOPA,C0023222,Leg pain
78281,DB01235,L-DOPA,C0023530,Leukopenia
78282,DB01235,L-DOPA,C0021177,Libido increased
78283,DB01235,L-DOPA,C0041657,Loss of consciousness
78284,DB01235,L-DOPA,C0231218,Malaise
78285,DB01235,L-DOPA,C0025202,Malignant melanoma
78286,DB01235,L-DOPA,C0338831,Mania
78287,DB01235,L-DOPA,C0233794,Memory impairment
78288,DB01235,L-DOPA,C0236075,Menopausal symptoms
78289,DB01235,L-DOPA,C0004936,Mental disorder
78290,DB01235,L-DOPA,C0427086,Movements involuntary
78291,DB01235,L-DOPA,C1142135,Muscle relaxant therapy
78292,DB01235,L-DOPA,C0037763,Muscle spasms
78293,DB01235,L-DOPA,C0231530,Muscle twitching
78294,DB01235,L-DOPA,C0026857,Musculoskeletal disorder
78295,DB01235,L-DOPA,C0026858,Musculoskeletal pain
78296,DB01235,L-DOPA,C0026961,Mydriasis
78297,DB01235,L-DOPA,C0027051,Myocardial infarction
78298,DB01235,L-DOPA,C0027441,Nasopharyngitis
78299,DB01235,L-DOPA,C0027497,Nausea
78300,DB01235,L-DOPA,C0027769,Nervousness
78301,DB01235,L-DOPA,C0027849,Neuroleptic malignant syndrome
78302,DB01235,L-DOPA,C0031117,Neuropathy peripheral
78303,DB01235,L-DOPA,C0028084,Nightmare
78304,DB01235,L-DOPA,C0028643,Numbness
78305,DB01235,L-DOPA,C0085637,Oculogyric crisis
78306,DB01235,L-DOPA,C0013604,Oedema
78307,DB01235,L-DOPA,C0020651,Orthostatic hypotension
78308,DB01235,L-DOPA,C0030193,Pain
78309,DB01235,L-DOPA,C0030196,Pain in extremity
78310,DB01235,L-DOPA,C0030252,Palpitations
78311,DB01235,L-DOPA,C0030554,Paraesthesia
78312,DB01235,L-DOPA,C0030807,Pemphigus
78313,DB01235,L-DOPA,C0031542,Phlebitis
78314,DB01235,L-DOPA,C0042023,Pollakiuria
78315,DB01235,L-DOPA,C0033117,Priapism
78316,DB01235,L-DOPA,C0033774,Pruritus
78317,DB01235,L-DOPA,C0033975,Psychotic disorder
78318,DB01235,L-DOPA,C0338614,Psychotic episode
78319,DB01235,L-DOPA,C0034150,Purpura
78320,DB01235,L-DOPA,C0015230,Rash
78321,DB01235,L-DOPA,C0035455,Rhinitis
78322,DB01235,L-DOPA,C0037036,Salivary hypersecretion
78323,DB01235,L-DOPA,C0278134,Sensory loss
78324,DB01235,L-DOPA,C0700225,Serum creatinine increased
78325,DB01235,L-DOPA,C0036974,Shock
78326,DB01235,L-DOPA,C0037011,Shoulder pain
78327,DB01235,L-DOPA,C0851578,Sleep disorder
78328,DB01235,L-DOPA,C2830004,Somnolence
78329,DB01235,L-DOPA,C0700590,Sweating increased
78330,DB01235,L-DOPA,C0039070,Syncope
78331,DB01235,L-DOPA,C0233408,Temporal disorientation
78332,DB01235,L-DOPA,C0233494,Tension
78333,DB01235,L-DOPA,C0040034,Thrombocytopenia
78334,DB01235,L-DOPA,C0040822,Tremor
78335,DB01235,L-DOPA,C0041105,Trismus
78336,DB01235,L-DOPA,C0041912,Upper respiratory tract infection
78337,DB01235,L-DOPA,C0041969,Urethral disorder
78338,DB01235,L-DOPA,C0042024,Urinary incontinence
78339,DB01235,L-DOPA,C0080274,Urinary retention
78340,DB01235,L-DOPA,C0042075,Urinary tract disorder
78341,DB01235,L-DOPA,C0042029,Urinary tract infection
78342,DB01235,L-DOPA,C0522153,Urine color abnormal
78343,DB01235,L-DOPA,C0042109,Urticaria
78344,DB01235,L-DOPA,C1368065,Vascular purpura
78345,DB01235,L-DOPA,C0344232,Vision blurred
78346,DB01235,L-DOPA,C0042963,Vomiting
78347,DB01235,L-DOPA,C0043096,Weight decreased
78348,DB01235,L-DOPA,C0043094,Weight increased
78349,DB01235,L-DOPA,C0750394,White blood cell count decreased
78350,DB00130,L-GLUTAMINE,C0000731,Abdominal distension
78351,DB00130,L-GLUTAMINE,C0000737,Abdominal pain
78352,DB00130,L-GLUTAMINE,C0042373,Angiopathy
78353,DB00130,L-GLUTAMINE,C2242737,Anorectal discomfort
78354,DB00130,L-GLUTAMINE,C0003862,Arthralgia
78355,DB00130,L-GLUTAMINE,C0004093,Asthenia
78356,DB00130,L-GLUTAMINE,C0004604,Back pain
78357,DB00130,L-GLUTAMINE,C0004623,Bacterial infection
78358,DB00130,L-GLUTAMINE,C0015967,Body temperature increased
78359,DB00130,L-GLUTAMINE,C0024902,Breast pain
78360,DB00130,L-GLUTAMINE,C0553713,Breast pain female
78361,DB00130,L-GLUTAMINE,C0022650,Calculus of kidney
78362,DB00130,L-GLUTAMINE,C0006840,Candida infection
78363,DB00130,L-GLUTAMINE,C0008031,Chest pain
78364,DB00130,L-GLUTAMINE,C0085593,Chills
78365,DB00130,L-GLUTAMINE,C0009806,Constipation
78366,DB00130,L-GLUTAMINE,C0010346,Crohn's disease
78367,DB00130,L-GLUTAMINE,C0852922,Crohns disease aggravated
78368,DB00130,L-GLUTAMINE,C0011175,Dehydration
78369,DB00130,L-GLUTAMINE,C0011570,Depression
78370,DB00130,L-GLUTAMINE,C0011603,Dermatitis
78371,DB00130,L-GLUTAMINE,C0234215,Discomfort
78372,DB00130,L-GLUTAMINE,C0012833,Dizziness
78373,DB00130,L-GLUTAMINE,C0043352,Dry mouth
78374,DB00130,L-GLUTAMINE,C0392025,Enlargement abdomen
78375,DB00130,L-GLUTAMINE,C0015672,Fatigue
78376,DB00130,L-GLUTAMINE,C1443060,Feeling abnormal
78377,DB00130,L-GLUTAMINE,C0016204,Flatulence
78378,DB00130,L-GLUTAMINE,C0026946,Fungal infection
78379,DB00130,L-GLUTAMINE,C0038358,Gastric ulcer
78380,DB00130,L-GLUTAMINE,C0341212,Gastrointestinal fistula
78381,DB00130,L-GLUTAMINE,C0687713,Gastrointestinal pain
78382,DB00130,L-GLUTAMINE,C0019112,Haemorrhoids
78383,DB00130,L-GLUTAMINE,C0018681,Headache
78384,DB00130,L-GLUTAMINE,C0086565,Hepatic function abnormal
78385,DB00130,L-GLUTAMINE,C0020458,Hyperhidrosis
78386,DB00130,L-GLUTAMINE,C0020517,Hypersensitivity
78387,DB00130,L-GLUTAMINE,C2047937,Ill-defined disorder
78388,DB00130,L-GLUTAMINE,C0009450,Infection
78389,DB00130,L-GLUTAMINE,C0151828,Injection site pain
78390,DB00130,L-GLUTAMINE,C0151735,Injection site reaction
78391,DB00130,L-GLUTAMINE,C0917801,Insomnia
78392,DB00130,L-GLUTAMINE,C0023067,Laryngitis
78393,DB00130,L-GLUTAMINE,C0231218,Malaise
78394,DB00130,L-GLUTAMINE,C0162429,Malnutrition
78395,DB00130,L-GLUTAMINE,C0004936,Mental disorder
78396,DB00130,L-GLUTAMINE,C0948594,Musculoskeletal discomfort
78397,DB00130,L-GLUTAMINE,C0231528,Myalgia
78398,DB00130,L-GLUTAMINE,C0027339,Nail disorder
78399,DB00130,L-GLUTAMINE,C0027497,Nausea
78400,DB00130,L-GLUTAMINE,C0392525,Nephrolithiasis
78401,DB00130,L-GLUTAMINE,C0031117,Neuropathy peripheral
78402,DB00130,L-GLUTAMINE,C0013604,Oedema
78403,DB00130,L-GLUTAMINE,C0030193,Pain
78404,DB00130,L-GLUTAMINE,C0030305,Pancreatitis
78405,DB00130,L-GLUTAMINE,C0031350,Pharyngitis
78406,DB00130,L-GLUTAMINE,C0348801,"Pneumonia due to Streptococcus, group b"
78407,DB00130,L-GLUTAMINE,C0155862,Pneumonia streptococcal
78408,DB00130,L-GLUTAMINE,C0034886,Proctalgia
78409,DB00130,L-GLUTAMINE,C0033774,Pruritus
78410,DB00130,L-GLUTAMINE,C0034186,Pyelonephritis
78411,DB00130,L-GLUTAMINE,C0015230,Rash
78412,DB00130,L-GLUTAMINE,C0232726,Rectal tenesmus
78413,DB00130,L-GLUTAMINE,C0035455,Rhinitis
78414,DB00130,L-GLUTAMINE,C0424790,Rigors
78415,DB00130,L-GLUTAMINE,C0243026,Sepsis
78416,DB00130,L-GLUTAMINE,C0700590,Sweating increased
78417,DB00130,L-GLUTAMINE,C0039971,Thirst
78418,DB00130,L-GLUTAMINE,C0041969,Urethral disorder
78419,DB00130,L-GLUTAMINE,C0042075,Urinary tract disorder
78420,DB00130,L-GLUTAMINE,C0042769,Viral infection
78421,DB00130,L-GLUTAMINE,C0042963,Vomiting
78426,DB00598,LABETALOL,C0000737,Abdominal pain
78427,DB00598,LABETALOL,C0232492,Abdominal pain upper
78428,DB00598,LABETALOL,C0234238,Ache
78429,DB00598,LABETALOL,C0341742,Acute retention of urine
78430,DB00598,LABETALOL,C0233472,Affect lability
78431,DB00598,LABETALOL,C0001824,Agranulocytosis
78432,DB00598,LABETALOL,C0002170,Alopecia
78433,DB00598,LABETALOL,C0858678,Alopecia reversible
78434,DB00598,LABETALOL,C0002622,Amnesia
78435,DB00598,LABETALOL,C0002792,Anaphylactic shock
78436,DB00598,LABETALOL,C0340865,Anaphylactoid reaction
78437,DB00598,LABETALOL,C0002962,Angina pectoris
78438,DB00598,LABETALOL,C0002994,Angioedema
78439,DB00598,LABETALOL,C0235439,Ankle edema
78440,DB00598,LABETALOL,C0004093,Asthenia
78441,DB00598,LABETALOL,C0004245,Atrioventricular block
78442,DB00598,LABETALOL,C0018794,Block heart
78443,DB00598,LABETALOL,C0151539,Blood urea increased
78444,DB00598,LABETALOL,C0015967,Body temperature increased
78445,DB00598,LABETALOL,C0428977,Bradycardia
78446,DB00598,LABETALOL,C0006266,Bronchospasm
78447,DB00598,LABETALOL,C0023648,Bullous lichen planus
78448,DB00598,LABETALOL,C0018801,Cardiac failure
78449,DB00598,LABETALOL,C0007398,Catatonia
78450,DB00598,LABETALOL,C0162529,Colitis ischaemic
78451,DB00598,LABETALOL,C0009326,Collagen disorder
78452,DB00598,LABETALOL,C0009676,Confusional state
78453,DB00598,LABETALOL,C0009806,Constipation
78454,DB00598,LABETALOL,C0026821,Cramp muscle
78455,DB00598,LABETALOL,C0344315,Depressed mood
78456,DB00598,LABETALOL,C0011570,Depression
78457,DB00598,LABETALOL,C0011603,Dermatitis
78458,DB00598,LABETALOL,C0011991,Diarrhoea
78459,DB00598,LABETALOL,C0234215,Discomfort
78460,DB00598,LABETALOL,C0233407,Disorientation
78461,DB00598,LABETALOL,C0012833,Dizziness
78462,DB00598,LABETALOL,C0013144,Drowsiness
78463,DB00598,LABETALOL,C0151730,Drug effect increased
78464,DB00598,LABETALOL,C0011609,Drug eruption
