drugbank_name,drugbank_id,side_effect_name
IMIPRAMINE,C0000729,Ileus paralytic
IMIPRAMINE,C0000729,Paraesthesia
IMIPRAMINE,C0000729,Neuropathy peripheral
IMIPRAMINE,C0000729,Petechiae
IMIPRAMINE,C0000729,Pruritus
IMIPRAMINE,C0000729,Psychotic disorder
IMIPRAMINE,C0000729,Purpura
IMIPRAMINE,C0000729,Vascular purpura
IMIPRAMINE,C0000729,Convulsion
IMIPRAMINE,C0000729,Sleep disturbance
IMIPRAMINE,C0000729,Sleep disorder
IMIPRAMINE,C0000729,Speech disorder
IMIPRAMINE,C0000729,Stomatitis
IMIPRAMINE,C0000729,Cerebrovascular accident
IMIPRAMINE,C0000729,Syncope
IMIPRAMINE,C0000729,Loss of consciousness
IMIPRAMINE,C0000729,Shock
IMIPRAMINE,C0000729,Tachycardia
IMIPRAMINE,C0000729,Sinus tachycardia
IMIPRAMINE,C0000729,Thrombocytopenia
IMIPRAMINE,C0000729,Tinnitus
IMIPRAMINE,C0000729,Torsade de pointes
IMIPRAMINE,C0000729,Tremor
IMIPRAMINE,C0000729,Pollakiuria
IMIPRAMINE,C0000729,Micturition disorder
IMIPRAMINE,C0000729,Urinary tract disorder
IMIPRAMINE,C0000729,Urethral disorder
IMIPRAMINE,C0000729,Urticaria
IMIPRAMINE,C0000729,Angiopathy
IMIPRAMINE,C0000729,Ventricular fibrillation
IMIPRAMINE,C0000729,Ventricular tachycardia
IMIPRAMINE,C0000729,Vomiting
IMIPRAMINE,C0000729,Weight increased
IMIPRAMINE,C0000729,Weight decreased
IMIPRAMINE,C0000729,Dry mouth
IMIPRAMINE,C0000729,Urinary retention
IMIPRAMINE,C0000729,Ventricular arrhythmia
IMIPRAMINE,C0000729,Vasospasm
IMIPRAMINE,C0000729,Agitation
IMIPRAMINE,C0000729,Mood swings
IMIPRAMINE,C0000729,Affect lability
IMIPRAMINE,C0000729,Withdrawal symptom
IMIPRAMINE,C0000729,Drug withdrawal syndrome
IMIPRAMINE,C0000729,Electroencephalogram abnormal
IMIPRAMINE,C0000729,Liver function test abnormal
IMIPRAMINE,C0000729,Bone marrow depression
IMIPRAMINE,C0000729,Pancytopenia
IMIPRAMINE,C0000729,Accommodation disorder
IMIPRAMINE,C0000729,Malnutrition
IMIPRAMINE,C0000729,Photosensitivity reaction
IMIPRAMINE,C0000729,Skin hyperpigmentation
IMIPRAMINE,C0000729,Unspecified disorder of skin and subcutaneous tissue
IMIPRAMINE,C0000729,Skin disorder
IMIPRAMINE,C0000729,Epigastric distress
IMIPRAMINE,C0000729,Dyspepsia
IMIPRAMINE,C0000729,Malaise
IMIPRAMINE,C0000729,Discomfort
IMIPRAMINE,C0000729,Ill-defined disorder
IMIPRAMINE,C0000729,Digestion impaired
IMIPRAMINE,C0000729,Disorientation
IMIPRAMINE,C0000729,Extrapyramidal symptoms
IMIPRAMINE,C0000729,Taste peculiar
IMIPRAMINE,C0000729,Dysgeusia
IMIPRAMINE,C0000729,Black hairy tongue
IMIPRAMINE,C0000729,Tongue discolouration
IMIPRAMINE,C0000729,Tongue ulceration
IMIPRAMINE,C0000729,Galactorrhoea
IMIPRAMINE,C0000729,Lacrimation decreased
IMIPRAMINE,C0000729,Paresthesia of limbs
IMIPRAMINE,C0000729,Hypomania
IMIPRAMINE,C0000729,Erectile dysfunction
IMIPRAMINE,C0000729,Conduction disorder
IMIPRAMINE,C0000729,Hepatobiliary disease
IMIPRAMINE,C0000729,Mania
IMIPRAMINE,C0000729,Vision blurred
IMIPRAMINE,C0000729,Parotid swelling
IMIPRAMINE,C0000729,Parotid gland enlargement
IMIPRAMINE,C0000729,QRS complex
IMIPRAMINE,C0000729,Electrocardiogram QRS complex
IMIPRAMINE,C0000729,Blood pressure increased
IMIPRAMINE,C0000729,Coordination abnormal
IMIPRAMINE,C0000729,Hot flush
IMIPRAMINE,C0000729,Menopausal symptoms
IMIPRAMINE,C0000729,Infestation NOS
IMIPRAMINE,C0000729,Infestation
IMIPRAMINE,C0000729,Blood and lymphatic system disorders
IMIPRAMINE,C0000729,Ear and labyrinth disorders
IMIPRAMINE,C0000729,Libido disorder
IMIPRAMINE,C0000729,Insomnia
IMIPRAMINE,C0000729,Abdominal disorder
IMIPRAMINE,C0000729,Drug fever
IMIPRAMINE,C0000729,Tingling sensation
IMIPRAMINE,C0000729,Testicular swelling
INDAPAMIDE,C0000737,Abdominal pain
INDAPAMIDE,C0000737,Gastrointestinal pain
INDAPAMIDE,C0000737,Agranulocytosis
INDAPAMIDE,C0000737,Amblyopia
INDAPAMIDE,C0000737,Amnesia
INDAPAMIDE,C0000737,Anaphylactic shock
INDAPAMIDE,C0000737,Anaemia
INDAPAMIDE,C0000737,Aplastic anaemia
INDAPAMIDE,C0000737,Haemolytic anaemia
INDAPAMIDE,C0000737,Angina pectoris
INDAPAMIDE,C0000737,Angioedema
INDAPAMIDE,C0000737,Anorexia
INDAPAMIDE,C0000737,Decreased appetite
INDAPAMIDE,C0000737,Anxiety
INDAPAMIDE,C0000737,Arrhythmia
INDAPAMIDE,C0000737,Arthralgia
INDAPAMIDE,C0000737,Musculoskeletal discomfort
INDAPAMIDE,C0000737,Arthritis
INDAPAMIDE,C0000737,Asthenia
INDAPAMIDE,C0000737,Asthma
INDAPAMIDE,C0000737,Ataxia
INDAPAMIDE,C0000737,Atrial fibrillation
INDAPAMIDE,C0000737,Atrial flutter
INDAPAMIDE,C0000737,Back pain
INDAPAMIDE,C0000737,Blister
INDAPAMIDE,C0000737,Dermatitis bullous
INDAPAMIDE,C0000737,Bone disorder
INDAPAMIDE,C0000737,Bronchitis
INDAPAMIDE,C0000737,Bundle branch block
INDAPAMIDE,C0000737,Oral candidiasis
INDAPAMIDE,C0000737,Candida infection
INDAPAMIDE,C0000737,Carcinoma
INDAPAMIDE,C0000737,Neoplasm malignant
INDAPAMIDE,C0000737,Chest pain
INDAPAMIDE,C0000737,Chondrodystrophy
INDAPAMIDE,C0000737,Infection
INDAPAMIDE,C0000737,Conjunctivitis
INDAPAMIDE,C0000737,Constipation
INDAPAMIDE,C0000737,Cough
INDAPAMIDE,C0000737,Cystitis
INDAPAMIDE,C0000737,Cystitis noninfective
INDAPAMIDE,C0000737,Bladder pain
INDAPAMIDE,C0000737,Libido decreased
INDAPAMIDE,C0000737,Disturbance in sexual arousal
INDAPAMIDE,C0000737,Dysphagia
INDAPAMIDE,C0000737,Dehydration
INDAPAMIDE,C0000737,Depression
INDAPAMIDE,C0000737,Dermatitis exfoliative
INDAPAMIDE,C0000737,Diabetes mellitus
INDAPAMIDE,C0000737,Diarrhoea
INDAPAMIDE,C0000737,Dizziness
INDAPAMIDE,C0000737,Drowsiness
INDAPAMIDE,C0000737,Somnolence
INDAPAMIDE,C0000737,Duodenitis
INDAPAMIDE,C0000737,Dysgeusia
INDAPAMIDE,C0000737,Dysmenorrhoea
INDAPAMIDE,C0000737,Dyspepsia
INDAPAMIDE,C0000737,Dyspnoea
INDAPAMIDE,C0000737,Dysuria
INDAPAMIDE,C0000737,Ear disorder
INDAPAMIDE,C0000737,Ear pain
INDAPAMIDE,C0000737,Ecchymosis
INDAPAMIDE,C0000737,Oedema
INDAPAMIDE,C0000737,Erythema multiforme
INDAPAMIDE,C0000737,Oesophagitis
INDAPAMIDE,C0000737,Rash
INDAPAMIDE,C0000737,Dermatitis
INDAPAMIDE,C0000737,Fatigue
INDAPAMIDE,C0000737,Body temperature increased
INDAPAMIDE,C0000737,Flatulence
INDAPAMIDE,C0000737,Flushing
INDAPAMIDE,C0000737,Fracture
INDAPAMIDE,C0000737,Multiple fractures
INDAPAMIDE,C0000737,Gastritis
INDAPAMIDE,C0000737,Gastroenteritis
INDAPAMIDE,C0000737,Gastrointestinal disorder
INDAPAMIDE,C0000737,Glycosuria
INDAPAMIDE,C0000737,Gout
INDAPAMIDE,C0000737,Headache
INDAPAMIDE,C0000737,Cardiac disorder
INDAPAMIDE,C0000737,Hepatic encephalopathy
INDAPAMIDE,C0000737,Hepatitis
INDAPAMIDE,C0000737,Hernia
INDAPAMIDE,C0000737,Hypercalcaemia
INDAPAMIDE,C0000737,Hyperaesthesia
INDAPAMIDE,C0000737,Hyperglycaemia
INDAPAMIDE,C0000737,Diabetic hyperosmolar coma
INDAPAMIDE,C0000737,Hypersensitivity
INDAPAMIDE,C0000737,Hypokalaemia
INDAPAMIDE,C0000737,Hyponatraemia
INDAPAMIDE,C0000737,Hypotension
INDAPAMIDE,C0000737,Orthostatic hypotension
INDAPAMIDE,C0000737,Influenza
INDAPAMIDE,C0000737,Irritability
INDAPAMIDE,C0000737,Jaundice
INDAPAMIDE,C0000737,Jaundice cholestatic
INDAPAMIDE,C0000737,Arthropathy
INDAPAMIDE,C0000737,Osteoarthritis
INDAPAMIDE,C0000737,Laryngitis
INDAPAMIDE,C0000737,Lethargy
INDAPAMIDE,C0000737,Leukopenia
INDAPAMIDE,C0000737,Lung disorder
INDAPAMIDE,C0000737,Systemic lupus erythematosus
INDAPAMIDE,C0000737,Cramp muscle
INDAPAMIDE,C0000737,Muscle spasms
INDAPAMIDE,C0000737,Hypertonia
INDAPAMIDE,C0000737,Myopathy
INDAPAMIDE,C0000737,Musculoskeletal disorder
INDAPAMIDE,C0000737,Myopia
INDAPAMIDE,C0000737,Nail disorder
INDAPAMIDE,C0000737,Nausea
INDAPAMIDE,C0000737,Nephritis interstitial
INDAPAMIDE,C0000737,Tubulointerstitial nephritis
INDAPAMIDE,C0000737,Nervous system disorder
INDAPAMIDE,C0000737,Nervousness
INDAPAMIDE,C0000737,Tension
INDAPAMIDE,C0000737,Nocturia
INDAPAMIDE,C0000737,Oliguria
INDAPAMIDE,C0000737,Optic neuritis
INDAPAMIDE,C0000737,Otitis
INDAPAMIDE,C0000737,Ear infection
INDAPAMIDE,C0000737,Pain
INDAPAMIDE,C0000737,Palpitations
INDAPAMIDE,C0000737,Pancreatitis
INDAPAMIDE,C0000737,Paraesthesia
INDAPAMIDE,C0000737,Pharyngitis
INDAPAMIDE,C0000737,Pneumonia
INDAPAMIDE,C0000737,Polyuria
INDAPAMIDE,C0000737,Urine output increased
INDAPAMIDE,C0000737,Proctitis
INDAPAMIDE,C0000737,Pruritus
INDAPAMIDE,C0000737,Purpura
INDAPAMIDE,C0000737,Vascular purpura
INDAPAMIDE,C0000737,Rectal disorder
INDAPAMIDE,C0000737,Anorectal disorder
INDAPAMIDE,C0000737,Renal failure
INDAPAMIDE,C0000737,Rhabdomyolysis
INDAPAMIDE,C0000737,Rhinitis
INDAPAMIDE,C0000737,Sialoadenitis
INDAPAMIDE,C0000737,Sinusitis
INDAPAMIDE,C0000737,Skin nodule
INDAPAMIDE,C0000737,Skin mass
INDAPAMIDE,C0000737,Stevens-Johnson syndrome
INDAPAMIDE,C0000737,Stomatitis
INDAPAMIDE,C0000737,Cerebrovascular accident
INDAPAMIDE,C0000737,Sweating
INDAPAMIDE,C0000737,Hyperhidrosis
INDAPAMIDE,C0000737,Syncope
INDAPAMIDE,C0000737,Loss of consciousness
INDAPAMIDE,C0000737,Shock
INDAPAMIDE,C0000737,Tachycardia
INDAPAMIDE,C0000737,Supraventricular tachycardia
INDAPAMIDE,C0000737,Thrombocytopenia
INDAPAMIDE,C0000737,Thyroid disorder
INDAPAMIDE,C0000737,Tinnitus
INDAPAMIDE,C0000737,Tooth disorder
INDAPAMIDE,C0000737,Torsade de pointes
INDAPAMIDE,C0000737,Erythema
INDAPAMIDE,C0000737,Pollakiuria
INDAPAMIDE,C0000737,Urinary tract infection
INDAPAMIDE,C0000737,Urinary tract disorder
INDAPAMIDE,C0000737,Urethral disorder
INDAPAMIDE,C0000737,Urticaria
INDAPAMIDE,C0000737,Vaginal inflammation
INDAPAMIDE,C0000737,Vaginal infection
INDAPAMIDE,C0000737,Vasculitis
INDAPAMIDE,C0000737,Vasodilation
INDAPAMIDE,C0000737,Vasodilation procedure
INDAPAMIDE,C0000737,Vertigo
INDAPAMIDE,C0000737,Vomiting
INDAPAMIDE,C0000737,Weight decreased
INDAPAMIDE,C0000737,Dry mouth
INDAPAMIDE,C0000737,Sinus bradycardia
INDAPAMIDE,C0000737,Ventricular arrhythmia
INDAPAMIDE,C0000737,Agitation
INDAPAMIDE,C0000737,Photophobia
INDAPAMIDE,C0000737,Oedema peripheral
INDAPAMIDE,C0000737,Hypochloraemia
INDAPAMIDE,C0000737,Cataract
INDAPAMIDE,C0000737,Migraine
INDAPAMIDE,C0000737,Application site reaction
INDAPAMIDE,C0000737,Necrolysis epidermal
INDAPAMIDE,C0000737,Toxic epidermal necrolysis
INDAPAMIDE,C0000737,Ventricular extrasystoles
INDAPAMIDE,C0000737,Liver function test abnormal
INDAPAMIDE,C0000737,Bone pain
INDAPAMIDE,C0000737,Electrocardiogram QT prolonged
INDAPAMIDE,C0000737,Malnutrition
INDAPAMIDE,C0000737,Photosensitivity reaction
INDAPAMIDE,C0000737,Unspecified disorder of skin and subcutaneous tissue
INDAPAMIDE,C0000737,Skin disorder
INDAPAMIDE,C0000737,Lightheadedness
INDAPAMIDE,C0000737,Metabolic alkalosis
INDAPAMIDE,C0000737,Xanthopsia
INDAPAMIDE,C0000737,Stomach ache
INDAPAMIDE,C0000737,Abdominal pain upper
INDAPAMIDE,C0000737,Malaise
INDAPAMIDE,C0000737,Discomfort
INDAPAMIDE,C0000737,Feeling abnormal
INDAPAMIDE,C0000737,Ill-defined disorder
INDAPAMIDE,C0000737,Myalgia
INDAPAMIDE,C0000737,Muscle twitching
INDAPAMIDE,C0000737,Electrocardiogram U wave present
INDAPAMIDE,C0000737,Electrocardiogram U-wave abnormality
INDAPAMIDE,C0000737,Digestion impaired
INDAPAMIDE,C0000737,Increased appetite
INDAPAMIDE,C0000737,Blood uric acid increased
INDAPAMIDE,C0000737,Bullous eruption
INDAPAMIDE,C0000737,Heart rate irregular
INDAPAMIDE,C0000737,Lithium toxicity
INDAPAMIDE,C0000737,Toxicity to various agents
INDAPAMIDE,C0000737,Numbness of limbs
INDAPAMIDE,C0000737,Hypoaesthesia
INDAPAMIDE,C0000737,Erectile dysfunction
INDAPAMIDE,C0000737,Hepatobiliary disease
INDAPAMIDE,C0000737,Electrolyte imbalance
INDAPAMIDE,C0000737,Vision blurred
INDAPAMIDE,C0000737,Photosensitivity
INDAPAMIDE,C0000737,Gastric irritation
INDAPAMIDE,C0000737,Epigastric discomfort
INDAPAMIDE,C0000737,Respiratory distress
INDAPAMIDE,C0000737,Face oedema
INDAPAMIDE,C0000737,Hypovolaemia
INDAPAMIDE,C0000737,Visual disturbance
INDAPAMIDE,C0000737,Visual impairment
INDAPAMIDE,C0000737,Angiitis necrotising
INDAPAMIDE,C0000737,Vasculitis necrotising
INDAPAMIDE,C0000737,Renal pain
INDAPAMIDE,C0000737,Blood glucose increased
INDAPAMIDE,C0000737,Drug interaction
INDAPAMIDE,C0000737,Hyperuricaemia
INDAPAMIDE,C0000737,Elevated liver enzyme levels
INDAPAMIDE,C0000737,Hepatic enzyme increased
INDAPAMIDE,C0000737,Serum urea increased
INDAPAMIDE,C0000737,Blood urea increased
INDAPAMIDE,C0000737,Insomnia
INDAPAMIDE,C0000737,Myasthenia
INDAPAMIDE,C0000737,Muscular weakness
INDAPAMIDE,C0000737,Rhinorrhoea
INDAPAMIDE,C0000737,Nasopharyngitis
INDAPAMIDE,C0000737,Hepatic insufficiency
INDAPAMIDE,C0000737,Hepatic failure
INDAPAMIDE,C0000737,Tingling of extremity
INDINAVIR,C0000731,Abdominal distension
INDINAVIR,C0000731,Abdominal pain
INDINAVIR,C0000731,Gastrointestinal pain
INDINAVIR,C0000731,Acquired immunodeficiency syndrome
INDINAVIR,C0000731,Autoimmune disorder
INDINAVIR,C0000731,Alopecia
INDINAVIR,C0000731,Anaphylactic shock
INDINAVIR,C0000731,Anaemia
INDINAVIR,C0000731,Haemolytic anaemia
INDINAVIR,C0000731,Angina pectoris
INDINAVIR,C0000731,Angioedema
INDINAVIR,C0000731,Anorexia
INDINAVIR,C0000731,Decreased appetite
INDINAVIR,C0000731,Anxiety
INDINAVIR,C0000731,Anxiety disorder
INDINAVIR,C0000731,Arthralgia
INDINAVIR,C0000731,Musculoskeletal discomfort
INDINAVIR,C0000731,Asthenia
INDINAVIR,C0000731,Back pain
INDINAVIR,C0000731,Bacteraemia
INDINAVIR,C0000731,Bruxism
INDINAVIR,C0000731,Cardiovascular disorder
INDINAVIR,C0000731,Cerebrovascular disorder
INDINAVIR,C0000731,Cheilitis
INDINAVIR,C0000731,Chest pain
INDINAVIR,C0000731,Cholecystitis
INDINAVIR,C0000731,Cholestasis
INDINAVIR,C0000731,Connective tissue disorder
INDINAVIR,C0000731,Constipation
INDINAVIR,C0000731,Cough
INDINAVIR,C0000731,Dermatitis
INDINAVIR,C0000731,Dermatitis contact
INDINAVIR,C0000731,Diabetes mellitus
INDINAVIR,C0000731,Diarrhoea
INDINAVIR,C0000731,Dizziness
INDINAVIR,C0000731,Dysgeusia
INDINAVIR,C0000731,Dyspepsia
INDINAVIR,C0000731,Dyspnoea
INDINAVIR,C0000731,Dysuria
INDINAVIR,C0000731,Oedema
INDINAVIR,C0000731,Eructation
INDINAVIR,C0000731,Erythema multiforme
INDINAVIR,C0000731,Rash
INDINAVIR,C0000731,Fasciculation
INDINAVIR,C0000731,Muscle contractions involuntary
INDINAVIR,C0000731,Fatigue
INDINAVIR,C0000731,Body temperature increased
INDINAVIR,C0000731,Flank pain
INDINAVIR,C0000731,Flatulence
INDINAVIR,C0000731,Flushing
INDINAVIR,C0000731,Folliculitis
INDINAVIR,C0000731,Food allergy
INDINAVIR,C0000731,Gastritis
INDINAVIR,C0000731,Gastrointestinal disorder
INDINAVIR,C0000731,Gingival bleeding
INDINAVIR,C0000731,Gingivitis
INDINAVIR,C0000731,Glossodynia
INDINAVIR,C0000731,Basedow's disease
INDINAVIR,C0000731,Breath odour
INDINAVIR,C0000731,Headache
INDINAVIR,C0000731,Haematuria
INDINAVIR,C0000731,Haemorrhage
INDINAVIR,C0000731,Haemoglobin
INDINAVIR,C0000731,Hepatitis
INDINAVIR,C0000731,Herpes simplex
INDINAVIR,C0000731,Herpes zoster
INDINAVIR,C0000731,Hydronephrosis
INDINAVIR,C0000731,Hyperbilirubinaemia
INDINAVIR,C0000731,Hypercholesterolaemia
INDINAVIR,C0000731,Hyperaemia
INDINAVIR,C0000731,Hyperglycaemia
INDINAVIR,C0000731,Hypersensitivity
INDINAVIR,C0000731,Hypertriglyceridaemia
INDINAVIR,C0000731,Blood triglycerides increased
INDINAVIR,C0000731,Hypoaesthesia
INDINAVIR,C0000731,Immune system disorder
INDINAVIR,C0000731,Inflammation
INDINAVIR,C0000731,Insulin resistance
INDINAVIR,C0000731,Jaundice
INDINAVIR,C0000731,Renal failure acute
INDINAVIR,C0000731,Leg pain
INDINAVIR,C0000731,Pain in extremity
INDINAVIR,C0000731,Lipomatosis
INDINAVIR,C0000731,Hepatic cirrhosis
INDINAVIR,C0000731,Cramp muscle
INDINAVIR,C0000731,Muscle spasms
INDINAVIR,C0000731,Musculoskeletal pain
INDINAVIR,C0000731,Fungal infection
INDINAVIR,C0000731,Myocardial infarction
INDINAVIR,C0000731,Acute coronary syndrome
INDINAVIR,C0000731,Myositis
INDINAVIR,C0000731,Ingrowing nail
INDINAVIR,C0000731,Nausea
INDINAVIR,C0000731,Nephritis
INDINAVIR,C0000731,Nephritis interstitial
INDINAVIR,C0000731,Tubulointerstitial nephritis
INDINAVIR,C0000731,Nervous system disorder
INDINAVIR,C0000731,Nervousness
INDINAVIR,C0000731,Tension
INDINAVIR,C0000731,Neuralgia
INDINAVIR,C0000731,Neurosis
INDINAVIR,C0000731,Night sweats
INDINAVIR,C0000731,Nocturia
INDINAVIR,C0000731,Opportunistic infection
INDINAVIR,C0000731,Osteonecrosis
INDINAVIR,C0000731,Pain
INDINAVIR,C0000731,Palpitations
INDINAVIR,C0000731,Pancreatitis
INDINAVIR,C0000731,Sinus disorder
INDINAVIR,C0000731,Paraesthesia
INDINAVIR,C0000731,Paronychia
INDINAVIR,C0000731,Periarthritis
INDINAVIR,C0000731,Neuropathy peripheral
INDINAVIR,C0000731,Pharyngitis
INDINAVIR,C0000731,Pneumonia
INDINAVIR,C0000731,Premenstrual syndrome
INDINAVIR,C0000731,Proteinuria
INDINAVIR,C0000731,Protein urine present
INDINAVIR,C0000731,Pruritus
INDINAVIR,C0000731,Pyelonephritis
INDINAVIR,C0000731,Pyuria
INDINAVIR,C0000731,Rales
INDINAVIR,C0000731,Renal failure
INDINAVIR,C0000731,Rhabdomyolysis
INDINAVIR,C0000731,Rhonchi
INDINAVIR,C0000731,Seborrhoeic dermatitis
INDINAVIR,C0000731,Shoulder pain
INDINAVIR,C0000731,Sinusitis
INDINAVIR,C0000731,Skin disorder
INDINAVIR,C0000731,Skin infection
INDINAVIR,C0000731,Spleen disorder
INDINAVIR,C0000731,Stevens-Johnson syndrome
INDINAVIR,C0000731,Aphthous stomatitis
INDINAVIR,C0000731,Sweating
INDINAVIR,C0000731,Hyperhidrosis
INDINAVIR,C0000731,Swelling
INDINAVIR,C0000731,Syncope
INDINAVIR,C0000731,Loss of consciousness
INDINAVIR,C0000731,Shock
INDINAVIR,C0000731,Taste disorders
INDINAVIR,C0000731,Thrombocytopenia
INDINAVIR,C0000731,Tremor
INDINAVIR,C0000731,Upper respiratory tract infection
INDINAVIR,C0000731,Pollakiuria
INDINAVIR,C0000731,Urinary tract infection
INDINAVIR,C0000731,Urinary tract disorder
INDINAVIR,C0000731,Urethral disorder
INDINAVIR,C0000731,Urticaria
INDINAVIR,C0000731,Vasculitis
INDINAVIR,C0000731,Vertigo
INDINAVIR,C0000731,Vomiting
INDINAVIR,C0000731,Weight increased
INDINAVIR,C0000731,Dry mouth
INDINAVIR,C0000731,Chills
INDINAVIR,C0000731,Body odor
INDINAVIR,C0000731,Skin odour abnormal
INDINAVIR,C0000731,Hepatic failure
INDINAVIR,C0000731,Agitation
INDINAVIR,C0000731,Allergic cutaneous angiitis
INDINAVIR,C0000731,Leukocytoclastic vasculitis
INDINAVIR,C0000731,Creatinine increased
INDINAVIR,C0000731,Blood creatinine increased
INDINAVIR,C0000731,Crystalluria
INDINAVIR,C0000731,Neutrophil count increased
INDINAVIR,C0000731,Muscular weakness
INDINAVIR,C0000731,Eye pain
INDINAVIR,C0000731,Aspartate aminotransferase increased
INDINAVIR,C0000731,Alanine aminotransferase increased
INDINAVIR,C0000731,Dry skin
INDINAVIR,C0000731,Renal colic
INDINAVIR,C0000731,Accommodation disorder
INDINAVIR,C0000731,Haemoglobin decreased
INDINAVIR,C0000731,Malnutrition
INDINAVIR,C0000731,Skin hyperpigmentation
INDINAVIR,C0000731,Unspecified disorder of skin and subcutaneous tissue
INDINAVIR,C0000731,Malaise
INDINAVIR,C0000731,Discomfort
INDINAVIR,C0000731,Feeling abnormal
INDINAVIR,C0000731,Ill-defined disorder
INDINAVIR,C0000731,Myalgia
INDINAVIR,C0000731,Increased appetite
INDINAVIR,C0000731,Excitement
INDINAVIR,C0000731,Urine abnormality
INDINAVIR,C0000731,Urine analysis abnormal
INDINAVIR,C0000731,Microscopic hematuria
INDINAVIR,C0000731,Hepatobiliary disease
INDINAVIR,C0000731,Eye swelling
INDINAVIR,C0000731,Gastric flu
INDINAVIR,C0000731,Gastroenteritis
INDINAVIR,C0000731,Viral diarrhoea
INDINAVIR,C0000731,Anaphylactoid reaction
INDINAVIR,C0000731,Vision blurred
INDINAVIR,C0000731,Platelet count decreased
INDINAVIR,C0000731,Nephrolithiasis
INDINAVIR,C0000731,Dysaesthesia
INDINAVIR,C0000731,Orbital oedema
INDINAVIR,C0000731,Stiffness
INDINAVIR,C0000731,Musculoskeletal stiffness
INDINAVIR,C0000731,Urolithiasis
INDINAVIR,C0000731,Calculus urinary
INDINAVIR,C0000731,Serum amylase increased
INDINAVIR,C0000731,Amylase increased
INDINAVIR,C0000731,Lymphadenopathy
INDINAVIR,C0000731,Paraesthesia oral
INDINAVIR,C0000731,Influenza like illness
INDINAVIR,C0000731,White blood cells urine positive
INDINAVIR,C0000731,Cholesterol serum elevated
INDINAVIR,C0000731,Blood cholesterol increased
INDINAVIR,C0000731,Haemophilia
INDINAVIR,C0000731,Bilirubin unconjugated increased
INDINAVIR,C0000731,Blood bilirubin unconjugated increased
INDINAVIR,C0000731,Hyperlactacidaemia
INDINAVIR,C0000731,Serum triglycerides increased
INDINAVIR,C0000731,Blood and lymphatic system disorders
INDINAVIR,C0000731,Sleep disorder
INDINAVIR,C0000731,Fat redistribution
INDINAVIR,C0000731,Glucose increased
INDINAVIR,C0000731,Blood glucose increased
INDINAVIR,C0000731,Insomnia
INDINAVIR,C0000731,Respiratory failure
INDINAVIR,C0000731,Lipoatrophy
INDINAVIR,C0000731,Acute haemolytic anaemia
INDINAVIR,C0000731,Renal impairment
INDINAVIR,C0000731,Regurgitation
INDINAVIR,C0000731,Somnolence
INDOMETHACIN,C0000731,Abdominal distension
INDOMETHACIN,C0000731,Abdominal pain
INDOMETHACIN,C0000731,Gastrointestinal pain
INDOMETHACIN,C0000731,Acidosis
INDOMETHACIN,C0000731,Agranulocytosis
INDOMETHACIN,C0000731,Alkalosis
INDOMETHACIN,C0000731,Alopecia
INDOMETHACIN,C0000731,Anaphylactic shock
INDOMETHACIN,C0000731,Anaemia
INDOMETHACIN,C0000731,Aplastic anaemia
INDOMETHACIN,C0000731,Haemolytic anaemia
INDOMETHACIN,C0000731,Angioedema
INDOMETHACIN,C0000731,Anorexia
INDOMETHACIN,C0000731,Decreased appetite
INDOMETHACIN,C0000731,Anxiety
INDOMETHACIN,C0000731,Apnoea
INDOMETHACIN,C0000731,Arrhythmia
INDOMETHACIN,C0000731,Gouty arthritis
INDOMETHACIN,C0000731,Gout
INDOMETHACIN,C0000731,Asthma
INDOMETHACIN,C0000731,Coagulopathy
INDOMETHACIN,C0000731,Carcinoma
INDOMETHACIN,C0000731,Neoplasm malignant
INDOMETHACIN,C0000731,Chest pain
INDOMETHACIN,C0000731,Colitis
INDOMETHACIN,C0000731,Coma
INDOMETHACIN,C0000731,Confusional state
INDOMETHACIN,C0000731,Feeling abnormal
INDOMETHACIN,C0000731,Constipation
INDOMETHACIN,C0000731,Deafness
INDOMETHACIN,C0000731,Depersonalisation
INDOMETHACIN,C0000731,Depression
INDOMETHACIN,C0000731,Dermatitis
INDOMETHACIN,C0000731,Dermatitis exfoliative
INDOMETHACIN,C0000731,Diarrhoea
INDOMETHACIN,C0000731,Distention
INDOMETHACIN,C0000731,Diplopia
INDOMETHACIN,C0000731,Disseminated intravascular coagulation
INDOMETHACIN,C0000731,Diverticulum
INDOMETHACIN,C0000731,Dizziness
INDOMETHACIN,C0000731,Drowsiness
INDOMETHACIN,C0000731,Somnolence
INDOMETHACIN,C0000731,Dysarthria
INDOMETHACIN,C0000731,Osteoarthritis
INDOMETHACIN,C0000731,Dyspepsia
INDOMETHACIN,C0000731,Dyspnoea
INDOMETHACIN,C0000731,Ecchymosis
INDOMETHACIN,C0000731,Oedema
INDOMETHACIN,C0000731,Toxic epidermal necrolysis
INDOMETHACIN,C0000731,Epilepsy
INDOMETHACIN,C0000731,Epistaxis
INDOMETHACIN,C0000731,Erythema multiforme
INDOMETHACIN,C0000731,Erythema nodosum
INDOMETHACIN,C0000731,Rash
INDOMETHACIN,C0000731,Fatigue
INDOMETHACIN,C0000731,Asthenia
INDOMETHACIN,C0000731,Body temperature increased
INDOMETHACIN,C0000731,Flatulence
INDOMETHACIN,C0000731,Flushing
INDOMETHACIN,C0000731,Gastritis
INDOMETHACIN,C0000731,Gastroenteritis
INDOMETHACIN,C0000731,Gastrointestinal haemorrhage
